Teks,Label,Cleaning,Case Folding,Tweet Bersih
"b'@KompasBola Untuk bwf &amp; nhc,dengar &amp; lihat baik baik ya, official timnas Indonesia hari ini pulang dengan membawa kemenangan &amp; tentu nya NEGATIF CORONA,ingat itu\xf0\x9f\x98\x8f\xf0\x9f\x91\x8a\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x91\x8d\xf0\x9f\x92\xaa'",1,Untuk bwf amp nhcdengar amp lihat baik baik official timnas Indonesia hari ini pulang dengan membawa kemenangan amp tentu nya NEGATIF CORONAingat itu xaa,untuk bwf amp nhcdengar amp lihat baik baik official timnas indonesia hari ini pulang dengan membawa kemenangan amp tentu nya negatif coronaingat itu xaa,bwf amp nhcdengar amp lihat official timnas indonesia pulang bawa menang amp nya negatif coronaingat xaa
b'faedahnya sejak corona ada warga indonesia beralih menjadi tentara online sosmed.. ada apa2 serang spam dll',1,faedahnya sejak corona ada warga indonesia beralih menjadi tentara online sosmed ada apa serang spam dll,faedahnya sejak corona ada warga indonesia beralih menjadi tentara online sosmed ada apa serang spam dll,faedah corona warga indonesia alih tentara online sosmed serang spam dll
"b'WNI Idap Corona di Singapura, Indonesia Perketat Akses Masuk   Khil4f4h Janji Allah   .\xe2\x9c\x85. #zRKcG https://t.co/GnNZ4mxuHb'",0,WNI Idap Corona Singapura Indonesia Perketat Akses Masuk Khil Janji Allah,wni idap corona singapura indonesia perketat akses masuk khil janji allah,wni idap corona singapura indonesia ketat akses masuk khil janji allah
b'Wah! Ini Yang Terjadi Bila Lockdown Terjadi Di Indonesia Karena Virus Corona! - https://t.co/PHKhwMuMlm https://t.co/1DrmBKBqol',0,Wah Ini Yang Terjadi Bila Lockdown Terjadi Indonesia Karena Virus Corona,wah ini yang terjadi bila lockdown terjadi indonesia karena virus corona,lockdown indonesia virus corona
b'Penyebaran Covid-19 di dunia masih terus bertambah dari hari ke hari. Berikut kabar terbaru Covid-19 secara global termasuk dari Indonesia dan WHO. https://t.co/041JSlVKmB',1,Penyebaran Covid dunia masih terus bertambah dari hari hari Berikut kabar terbaru Covid secara global termasuk dari Indonesia dan WHO,penyebaran covid dunia masih terus bertambah dari hari hari berikut kabar terbaru covid secara global termasuk dari indonesia dan who,sebar covid dunia tambah kabar baru covid global indonesia who
"b'Balap sepeda masih harus digelar virtual di tengah pandemi virus corona. Perusahaan asuransi, Prudential Indonesia, kembali menggelar untuk dua tahun beruntun. https://t.co/kiNkSRdIWK'",0,Balap sepeda masih harus digelar virtual tengah pandemi virus corona Perusahaan asuransi Prudential Indonesia kembali menggelar untuk dua tahun beruntun,balap sepeda masih harus digelar virtual tengah pandemi virus corona perusahaan asuransi prudential indonesia kembali menggelar untuk dua tahun beruntun,balap sepeda gelar virtual pandemi virus corona usaha asuransi prudential indonesia gelar untun
b'@AngelycaNayoan https://t.co/zleE87Kwp9 ini ulamanya siapa sih . Tukang nipu kayak gini gak merasa salah membahayakan nyawa orang lain. Dibanding Ahok jauh beda kemana mana. Lagian nasib Indonesia gak ditentukan oleh si tukang tipu ini.',-1,ini ulamanya siapa sih Tukang nipu kayak gini gak merasa salah membahayakan nyawa orang lain Dibanding Ahok jauh beda kemana mana Lagian nasib Indonesia gak ditentukan oleh tukang tipu ini,ini ulamanya siapa sih tukang nipu kayak gini gak merasa salah membahayakan nyawa orang lain dibanding ahok jauh beda kemana mana lagian nasib indonesia gak ditentukan oleh tukang tipu ini,ulama sih tukang nipu kayak gin gak salah bahaya nyawa orang banding ahok beda mana nasib indonesia gak tentu tukang tipu
"b'Berdasar survei CSIS Indonesia, masih ada sekitar 29,5 persen warga DIY yang tidak percaya kemanjuran\xc2\xa0vaksin Covida-19\n#COVID19 #COVID__19 #COVID\xe3\x83\xbc19 #coronavirus #COVID #CoronaUpdate #Covid_19 #Corona #VirusCorona #updatecorona #pakaimasker\nhttps://t.co/lP51oaZQRl'",0,Berdasar survei CSIS Indonesia masih ada sekitar persen warga DIY yang tidak percaya kemanjuran vaksin Covida   c,berdasar survei csis indonesia masih ada sekitar persen warga diy yang tidak percaya kemanjuran vaksin covida   c,dasar survei csis indonesia persen warga diy percaya manjur vaksin covida c
"b'Yuk kita sama-sama mendukung program pemerintah untuk vaksinasi Covid-19 di Indonesia. Bersama kita bisa melawan penyebaran virus corona, vaksinasi aman dan halal. https://t.co/1gx41W8hOh'",1,Yuk kita samasama mendukung program pemerintah untuk vaksinasi Covid Indonesia Bersama kita bisa melawan penyebaran virus corona vaksinasi aman dan halal,yuk kita samasama mendukung program pemerintah untuk vaksinasi covid indonesia bersama kita bisa melawan penyebaran virus corona vaksinasi aman dan halal,yuk samasama dukung program perintah vaksinasi covid indonesia lawan sebar virus corona vaksinasi aman halal
"b'Terbanyak di Jakarta, ini sebaran 5.656 kasus baru Corona di Indonesia. https://t.co/PXeWZZ6erg'",1,Terbanyak Jakarta ini sebaran kasus baru Corona Indonesia,terbanyak jakarta ini sebaran kasus baru corona indonesia,jakarta sebar corona indonesia
b'Dear @BTS_twt kalau dah ga ada Corona masukin Indonesia ke list tour konser yah #ARMYCensus Kim Namjoon Kim Seokjin min Yoongi Jung Hoseok Park Jimin Kim Taehyung jeon Jungkook https://t.co/TUBkJi7113',0,Dear twt kalau dah ada Corona masukin Indonesia list tour konser yah Kim Namjoon Kim Seokjin min Yoongi Jung Hoseok Park Jimin Kim Taehyung jeon Jungkook,dear twt kalau dah ada corona masukin indonesia list tour konser yah kim namjoon kim seokjin min yoongi jung hoseok park jimin kim taehyung jeon jungkook,dear twt dah corona masukin indonesia list tour konser yah kim namjoon kim seokjin min yoongi jung hoseok park jimin kim taehyung jeon jungkook
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak Jadi Perhatian WHO https://t.co/WokFaWIx9M klik y'",-1,Varian Corona Ini Sudah Lama Indonesia Menkes Tak Jadi Perhatian WHO klik,varian corona ini sudah lama indonesia menkes tak jadi perhatian who klik,varian corona indonesia menkes perhati who klik
"b'@hainilulu @25K @abimanyu_azlan @acnewbie harapanku, semoga tahun ini virus corona segera musnah dari Indonesia sehingga Indonesia kembali normal seperti tahun\xc2\xb2 sebelumnya \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb\xe2\x98\xba\xef\xb8\x8f'",-1,azlan harapanku semoga tahun ini virus corona segera musnah dari Indonesia sehingga Indonesia kembali normal seperti tahun sebelumnya   b   axef,azlan harapanku semoga tahun ini virus corona segera musnah dari indonesia sehingga indonesia kembali normal seperti tahun sebelumnya   b   axef,azlan harap moga virus corona musnah indonesia indonesia normal b axef
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak menjadi Perhatian WHO https://t.co/ssBGMF0toW #Terbaru #berita #live #nusantara'",1,Varian Corona Ini Sudah Lama Indonesia Menkes Tak menjadi Perhatian WHO,varian corona ini sudah lama indonesia menkes tak menjadi perhatian who,varian corona indonesia menkes perhati who
"b""Kenyataan'a banyak sekali WNA yg datang ke Indonesia membawa surat bebas covid tapi ternyata terpapar covid\nJd sudah tepat pemerintah melakukan kebijakan untuk tes ulang saat masuk ke indonesia\n\n https://t.co/Lsm0hrzDb2 https://t.co/MBzWL86TVu""",1,Kenyataan banyak sekali WNA datang Indonesia membawa surat bebas covid tapi ternyata terpapar covid sudah tepat pemerintah melakukan kebijakan untuk tes ulang saat masuk indonesia,kenyataan banyak sekali wna datang indonesia membawa surat bebas covid tapi ternyata terpapar covid sudah tepat pemerintah melakukan kebijakan untuk tes ulang saat masuk indonesia,nyata wna indonesia bawa surat bebas covid papar covid perintah bijak tes ulang masuk indonesia
"b'Cina, atau Malaysia?"" ya sebab mereka bingung bedain wajah-wajah orang Asia yang menurut mereka mirip.\n\nSetelah tahu saya dari Indo, mereka langsung mengangguk-ngangguk dan sontak berceletuk ""Corona bukan dari mereka (Indonesia) ya,"" entah kenapa saya agak lega dengernya. Soalnya'",-1,Cina atau Malaysia sebab mereka bingung bedain wajahwajah orang Asia yang menurut mereka mirip Setelah tahu saya dari Indo mereka langsung menganggukngangguk dan sontak berceletuk Corona bukan dari mereka Indonesia entah kenapa saya agak lega dengernya Soalnya,cina atau malaysia sebab mereka bingung bedain wajahwajah orang asia yang menurut mereka mirip setelah tahu saya dari indo mereka langsung menganggukngangguk dan sontak berceletuk corona bukan dari mereka indonesia entah kenapa saya agak lega dengernya soalnya,cina malaysia bingung bedain wajahwajah orang asia indo langsung menganggukngangguk sontak celetuk corona indonesia lega dengernya
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak Jadi Perhatian WHO https://t.co/QlI7Drau6n'",-1,Varian Corona Ini Sudah Lama Indonesia Menkes Tak Jadi Perhatian WHO,varian corona ini sudah lama indonesia menkes tak jadi perhatian who,varian corona indonesia menkes perhati who
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak Jadi Perhatian WHO https://t.co/5y5xxR9xw9 #TempoTekno'",-1,Varian Corona Ini Sudah Lama Indonesia Menkes Tak Jadi Perhatian WHO,varian corona ini sudah lama indonesia menkes tak jadi perhatian who,varian corona indonesia menkes perhati who
"b'@WagimanDeep212_ Mrka bkn tkut soal corona, tp Takut Indonesia menang mbieb \xf0\x9f\x98\x81'",1,Mrka bkn tkut soal corona Takut Indonesia menang   ieb,mrka bkn tkut soal corona takut indonesia menang   ieb,mrka bkn tkut corona takut indonesia menang ieb
"b'@Roehaye Semoga Indonesia  lekas terbebas dari Corona, lekaz bangkit, ekonomi meningkat dan selalu amn, damai dan sentosa \n@SoniaFirdausy \n@riego_chi \n@saya \n@Dzaky_nugraha01'",1,Semoga Indonesia lekas terbebas dari Corona lekaz bangkit ekonomi meningkat dan selalu amn damai dan sentosa chi nugraha,semoga indonesia lekas terbebas dari corona lekaz bangkit ekonomi meningkat dan selalu amn damai dan sentosa chi nugraha,moga indonesia lekas bebas corona lekaz bangkit ekonomi tingkat amn damai sentosa chi nugraha
"b'Next di bidang pendidikan yang gua rasa pendidikan di masa corona ini kaya kurang pas aja gitu, entah mengapa kaya sistem ini tuh ya gk cocok buat di lakuin di INDONESIA, ya pas sekolah biasa aja ada sebagian murid yang gk terlalu fokus ama pelajarannya'",1,Next bidang pendidikan yang gua rasa pendidikan masa corona ini kaya kurang pas aja gitu entah mengapa kaya sistem ini tuh cocok buat lakuin INDONESIA pas sekolah biasa aja ada sebagian murid yang terlalu fokus ama pelajarannya,next bidang pendidikan yang gua rasa pendidikan masa corona ini kaya kurang pas aja gitu entah mengapa kaya sistem ini tuh cocok buat lakuin indonesia pas sekolah biasa aja ada sebagian murid yang terlalu fokus ama pelajarannya,next bidang didik gua didik corona kaya pas aja gitu kaya sistem tuh cocok lakuin indonesia pas sekolah aja murid fokus ama ajar
"b'Salah satu pemain dari turki kalau gk salah pdhl satu pesawat tapi kenapa dia malah di ijinkan bertanding. Ya itulah dua juga gk tau kenapa\xf0\x9f\x99\x84\xf0\x9f\x98\x84, and entahlah gua kaya ga terlalu percaya aja ama kasus positif corona di Indonesia ini, seperti ditambah2kan gitu ,media pun malah'",1,Salah satu pemain dari turki kalau salah pdhl satu pesawat tapi kenapa dia malah ijinkan bertanding itulah dua juga tau kenapa and entahlah gua kaya terlalu percaya aja ama kasus positif corona Indonesia ini seperti ditambah kan gitu media pun malah,salah satu pemain dari turki kalau salah pdhl satu pesawat tapi kenapa dia malah ijinkan bertanding itulah dua juga tau kenapa and entahlah gua kaya terlalu percaya aja ama kasus positif corona indonesia ini seperti ditambah kan gitu media pun malah,salah main turki salah pdhl pesawat ijinkan tanding tau and gua kaya percaya aja ama positif corona indonesia tambah gitu media
"b'Dan juga tentunya untuk yang mau bekerja keluar negeri pun jadi terhambat ya karena INDONESIA menjadi salah satu negara yang kasus CORONA nya bisa dibilang cukup tinggi ,dan negara lain pun jadi lebih berhati-hati dengan negara kita ya itu berdampak kepada itulah jadi negara lain'",1,Dan juga tentunya untuk yang mau bekerja keluar negeri pun jadi terhambat karena INDONESIA menjadi salah satu negara yang kasus CORONA nya bisa dibilang cukup tinggi dan negara lain pun jadi lebih berhatihati dengan negara kita itu berdampak kepada itulah jadi negara lain,dan juga tentunya untuk yang mau bekerja keluar negeri pun jadi terhambat karena indonesia menjadi salah satu negara yang kasus corona nya bisa dibilang cukup tinggi dan negara lain pun jadi lebih berhatihati dengan negara kita itu berdampak kepada itulah jadi negara lain,negeri hambat indonesia salah negara corona nya bilang negara berhatihati negara dampak negara
b'@judajiwa @e100ss @KominfoJatim @BNPB_Indonesia Makanya itu mas serasa ngak adil aja. Macam corona tau mana milih orang yang bisa di suspekin',1,Indonesia Makanya itu mas serasa ngak adil aja Macam corona tau mana milih orang yang bisa suspekin,indonesia makanya itu mas serasa ngak adil aja macam corona tau mana milih orang yang bisa suspekin,indonesia mas serasa ngak adil aja corona tau milih orang suspekin
b'Komisi Fatwa Majelis Ulama Indonesia Lampu Hijau Penggunaan ASTRAZENECA\n\nMengingat Vaksin dinilai merupakan salah satu upaya MENGENDALIKAN pandemi Virus Corona. https://t.co/XBF7Bns1F4',1,Komisi Fatwa Majelis Ulama Indonesia Lampu Hijau Penggunaan ASTRAZENECA Mengingat Vaksin dinilai merupakan salah satu upaya MENGENDALIKAN pandemi Virus Corona,komisi fatwa majelis ulama indonesia lampu hijau penggunaan astrazeneca mengingat vaksin dinilai merupakan salah satu upaya mengendalikan pandemi virus corona,komisi fatwa majelis ulama indonesia lampu hijau guna astrazeneca vaksin nilai salah upaya kendali pandemi virus corona
b'Vaksin Corona Sinovac Dipastikan Halal\n\nHal ini disampaikan baik oleh Badan Pengawas Obat dan Makanan (BPOM) dan dipertegas fatwa Majelis Ulama Indonesia. https://t.co/5BCSAyx9US',1,Vaksin Corona Sinovac Dipastikan Halal Hal ini disampaikan baik oleh Badan Pengawas   at dan Makanan BPOM dan dipertegas fatwa Majelis Ulama Indonesia,vaksin corona sinovac dipastikan halal hal ini disampaikan baik oleh badan pengawas   at dan makanan bpom dan dipertegas fatwa majelis ulama indonesia,vaksin corona sinovac halal badan awas at makan bpom tegas fatwa majelis ulama indonesia
b'@Cobeh09 Di Indonesia banyak perokok aktif maupun pasif tapi Corona tetap merajalela mas agus',1,Indonesia banyak perokok aktif maupun pasif tapi Corona tetap merajalela mas agus,indonesia banyak perokok aktif maupun pasif tapi corona tetap merajalela mas agus,indonesia okok aktif pasif corona rajalela mas agus
"b'Balap sepeda masih harus digelar virtual di tengah pandemi virus corona. Perusahaan asuransi, Prudential Indonesia, kembali menggelar untuk dua tahun beruntun. https://t.co/W0VXKB63p9'",0,Balap sepeda masih harus digelar virtual tengah pandemi virus corona Perusahaan asuransi Prudential Indonesia kembali menggelar untuk dua tahun beruntun,balap sepeda masih harus digelar virtual tengah pandemi virus corona perusahaan asuransi prudential indonesia kembali menggelar untuk dua tahun beruntun,balap sepeda gelar virtual pandemi virus corona usaha asuransi prudential indonesia gelar untun
b'Sebaran Kasus Corona Per 19 Maret di Indonesia https://t.co/UAvuc10aIo https://t.co/FX8uhMgMCm',0,Sebaran Kasus Corona Per Maret Indonesia,sebaran kasus corona per maret indonesia,sebar corona maret indonesia
b'Pelatih Timnas Indonesia Shin Tae-yong Positif\xc2\xa0Corona https://t.co/1Gy6O3XUMQ',1,Pelatih Timnas Indonesia Shin Taeyong Positif Corona,pelatih timnas indonesia shin taeyong positif corona,latih timnas indonesia shin taeyong positif corona
b'Mudah2x an Tim Bulutangkis Indonesia yg ke Orleans Masters 2021 aman dari yg namanya Corona Virus dkk nya.. Amin \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #badminton #Orleansmasters2021 https://t.co/iYfi64rucv',1,Mudah Tim Bulutangkis Indonesia Orleans Masters aman dari namanya Corona Virus dkk nya Amin,mudah tim bulutangkis indonesia orleans masters aman dari namanya corona virus dkk nya amin,mudah tim bulutangkis indonesia orleans masters aman nama corona virus dkk nya amin
"b'Update Data Terbaru Virus Corona di Indonesia Hari ini, Pasien Sembuh Bertambah 5.760 orang https://t.co/3EXEkHyoql https://t.co/pt01UDZKd5'",1,Update Data Terbaru Virus Corona Indonesia Hari ini Pasien Sembuh Bertambah orang,update data terbaru virus corona indonesia hari ini pasien sembuh bertambah orang,update data baru virus corona indonesia pasien sembuh tambah orang
"b'Update Data Terbaru Virus Corona di Indonesia Hari ini, Pasien Sembuh Bertambah 5.760 orang https://t.co/7OgDTH6SZ4'",1,Update Data Terbaru Virus Corona Indonesia Hari ini Pasien Sembuh Bertambah orang,update data terbaru virus corona indonesia hari ini pasien sembuh bertambah orang,update data baru virus corona indonesia pasien sembuh tambah orang
"b'Hingga hari ini, ada 131.616 kasus aktif Corona di Indonesia https://t.co/FQouEKOktS #Terbaru #berita #kontan #live'",1,Hingga hari ini ada kasus aktif Corona Indonesia,hingga hari ini ada kasus aktif corona indonesia,aktif corona indonesia
"b'UPDATE Corona Indonesia, Sabtu (20/3): Tambah 5.656 kasus baru, selalu jaga jarak! https://t.co/zgDt3zScaL #Terbaru #berita #kontan #live'",1,UPDATE Corona Indonesia Sabtu Tambah kasus baru selalu jaga jarak,update corona indonesia sabtu tambah kasus baru selalu jaga jarak,update corona indonesia sabtu jaga jarak
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia. #TheFalconAndTheWinterSoldier #FokusPulihkanBangsa https://t.co/3ouTWZXSKO',0,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
"b'Bagi Kami di Indonesia yg namanya Vaksin AstraZeneca sdh di Haramkan oleh @MUIPusat titik\nApe lo ape loooo..\nBabiiiiiiiiiiiiiiiiiiii itu emng Harammmm.\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\nMeski Mengandung Babi, Sejumlah Negara Mayoritas Muslim Tetap Pesan Vaksin AstraZeneca https://t.co/ZmGDiGGYX0'",1,Bagi Kami Indonesia namanya Vaksin AstraZeneca sdh Haramkan oleh titik Ape ape loooo Babiiiiiiiiiiiiiiiiiiii itu emng Harammmm   cxef   cxef Meski Mengandung Babi Sejumlah Negara Mayoritas Muslim Tetap Pesan Vaksin AstraZeneca,bagi kami indonesia namanya vaksin astrazeneca sdh haramkan oleh titik ape ape loooo babiiiiiiiiiiiiiiiiiiii itu emng harammmm   cxef   cxef meski mengandung babi sejumlah negara mayoritas muslim tetap pesan vaksin astrazeneca,indonesia nama vaksin astrazeneca sdh haram titik ape ape loooo babiiiiiiiiiiiiiiiiiiii emng harammmm cxef cxef kandung babi negara mayoritas muslim pesan vaksin astrazeneca
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia. #TheFalconAndTheWinterSoldier #FokusPulihkanBangsa https://t.co/A434ecOD3Q',0,Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi Indonesia,pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi indonesia,pandemi virus corona dorong cepat bangun infrastruktur teknologi informasi komunikasi indonesia
b'Ini Tipe Orang Indonesia Merespon Virus Corona COVID19 - https://t.co/wxisKK2M1K https://t.co/fIntrTctTs',0,Ini Tipe Orang Indonesia Merespon Virus Corona COVID,ini tipe orang indonesia merespon virus corona covid,tipe orang indonesia merespon virus corona covid
b'Paru-Paru akan Rusak jika Terpapar Virus Corona? | Indonesia Sehat https://t.co/te2BnA6Geo',1,ParuParu akan Rusak jika Terpapar Virus Corona Indonesia Sehat,paruparu akan rusak jika terpapar virus corona indonesia sehat,paruparu rusak papar virus corona indonesia sehat
b'Data Terkini Korban Virus Corona di Indonesia pada Maret 2021 https://t.co/6GO4ZPvcf6 #Terbaru #berita #live #merdeka',1,Data Terkini Korban Virus Corona Indonesia pada Maret,data terkini korban virus corona indonesia pada maret,data kini korban virus corona indonesia maret
"b'UPDATE Corona Indonesia, Sabtu (20/3): Tambah 5.656 kasus baru, selalu jaga jarak. \xc2\xa0 @kontanNews https://t.co/1ZGkSe86Km'",1,UPDATE Corona Indonesia Sabtu Tambah kasus baru selalu jaga jarak,update corona indonesia sabtu tambah kasus baru selalu jaga jarak,update corona indonesia sabtu jaga jarak
"b'#Staf Positif Corona, Klub Mewah Milik Trump Ditutup Sebagian - CNN Indonesia #Corona #Korona'",1,Positif Corona Klub Mewah Milik Trump Ditutup Sebagian CNN Indonesia,positif corona klub mewah milik trump ditutup sebagian cnn indonesia,positif corona klub mewah milik trump tutup cnn indonesia
"b'Malming malming eek yeontan! liat noh corona masih merajalela di indonesia, masih aja lu nongkrong kumpul2 sana sini. Miris'",-1,Malming malming eek yeontan liat noh corona masih merajalela indonesia masih aja nongkrong kumpul sana sini Miris,malming malming eek yeontan liat noh corona masih merajalela indonesia masih aja nongkrong kumpul sana sini miris,malming malming eek yeontan liat noh corona rajalela indonesia aja nongkrong kumpul miris
b'@KinandLarasati @Corona_KafirNw Indonesia piye yo https://t.co/wtPVwBKbJN',0,KafirNw Indonesia piye,kafirnw indonesia piye,kafirnw indonesia piye
"b'Update Corona: Per 20 Maret, Kasus Corona di Indonesia Bertambah 5.656 kasus\n\nSelengkapnya di https://t.co/tAj5F9zaLa.\n\nhttps://t.co/iK3hbjNSpv\n\n#BeritaKadin #updatecorona #Corona #coronavirus #COVID19 #Kadin #KadinuntukIndonesia #KadinIndonesia https://t.co/ygvVFZNxmR'",0,Update Corona Per Maret Kasus Corona Indonesia Bertambah kasus Selengkapnya,update corona per maret kasus corona indonesia bertambah kasus selengkapnya,update corona maret corona indonesia tambah lengkap
b'Kasus baru Covid-19 di Indonesia bertambah 5.656 orang pada Sabtu (20/03). DKI Jakarta menyumbang kasus paling tinggi yaitu 1.937 orang.\n\nhttps://t.co/dD1v7EJ6vg',1,Kasus baru Covid Indonesia bertambah orang pada Sabtu DKI Jakarta menyumbang kasus paling tinggi yaitu orang,kasus baru covid indonesia bertambah orang pada sabtu dki jakarta menyumbang kasus paling tinggi yaitu orang,covid indonesia tambah orang sabtu dki jakarta sumbang orang
"b'#Update Corona RI, Total Kasus Dekati 1,5 Juta Orang News - CNBC Indonesia #Corona #Korona'",0,Corona Total Kasus Dekati Juta Orang News CNBC Indonesia,corona total kasus dekati juta orang news cnbc indonesia,corona total dekat juta orang news cnbc indonesia
"b'#Positif Corona di Indonesia Jadi 1.455.788, 1.284.725 Orang Sembuh - https://t.co/a9UAqtga5f #Corona #Korona'",1,Corona Indonesia Jadi Orang Sembuh,corona indonesia jadi orang sembuh,corona indonesia orang sembuh
b'@justteeendager pake bahasa korea ya? aku dengernya corona indonesia dong\xf0\x9f\xa5\xb2\xf0\x9f\xa5\xb2',1,pake bahasa korea aku dengernya corona indonesia dong,pake bahasa korea aku dengernya corona indonesia dong,pake bahasa korea dengernya corona indonesia
"b'Shin Tae-Yong Kena Virus Corona, Kabar Baiknya Skuad Timnas Indonesia Negatif #BukanBeritaBiasa \n\nhttps://t.co/tCDs7YBOZl'",1,Shin TaeYong Kena Virus Corona Kabar Baiknya Skuad Timnas Indonesia Negatif,shin taeyong kena virus corona kabar baiknya skuad timnas indonesia negatif,shin taeyong kena virus corona kabar baik skuad timnas indonesia negatif
"b'Hingga 20 Maret 2021, Positif Corona di Indonesia Capai 1.455.788 Kasus https://t.co/YPyKFfH3vG'",1,Hingga Maret Positif Corona Indonesia Capai Kasus,hingga maret positif corona indonesia capai kasus,maret positif corona indonesia capai
b'R.I.P BWF\nWAJARLAH KARENA TEAM MERAH PUTIH ADALAH TEAM UNGGULAN \nBUKAN TAKUT CORONA\nTAPI TAKUT DENGAN TEAM INDONESIA\n#BOIKOTALLENGLAND\n#BOIKOTBWF \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\n#CancelAllEngland2021',1,BWF WAJARLAH KARENA TEAM MERAH PUTIH ADALAH TEAM UNGGULAN BUKAN TAKUT CORONA TAPI TAKUT DENGAN TEAM INDONESIA,bwf wajarlah karena team merah putih adalah team unggulan bukan takut corona tapi takut dengan team indonesia,bwf wajar team merah putih team unggul takut corona takut team indonesia
"b'Update Kasus Covid 20 Maret 2021: Positif 5.656, Sembuh 5.760 dan Meninggal 108: Kasus positif Covid-19 di Indonesia masih bertambah. Pada hari Sabtu (20/3) ini, ada 5.656 orang yang terinfeksi virus corona. Sehingga, secara akumulatif total kasus corona\xe2\x80\xa6 https://t.co/QJnk9Orr4E'",1,Update Kasus Covid Maret Positif Sembuh dan Meninggal Kasus positif Covid Indonesia masih bertambah Pada hari Sabtu ini ada orang yang terinfeksi virus corona Sehingga secara akumulatif total kasus corona,update kasus covid maret positif sembuh dan meninggal kasus positif covid indonesia masih bertambah pada hari sabtu ini ada orang yang terinfeksi virus corona sehingga secara akumulatif total kasus corona,update covid maret positif sembuh tinggal positif covid indonesia tambah sabtu orang infeksi virus corona akumulatif total corona
"b'#UPDATE Corona Indonesia, Sabtu (20/3): Tambah 5.656 kasus baru, selalu jaga jarak! - Kontan #Corona #Korona'",1,Corona Indonesia Sabtu Tambah kasus baru selalu jaga jarak Kontan,corona indonesia sabtu tambah kasus baru selalu jaga jarak kontan,corona indonesia sabtu jaga jarak kontan
b'#[UPDATE] Virus Corona di Indonesia per 20 Maret 2021: Kasus Aktif Turun Jadi 131.616 Pasien - https://t.co/7Iwj2T0CkO - Pikiran Rakyat #Corona #Korona',-1,UPDATE Virus Corona Indonesia per Maret Kasus Aktif Turun Jadi Pasien Pikiran Rakyat,update virus corona indonesia per maret kasus aktif turun jadi pasien pikiran rakyat,update virus corona indonesia maret aktif turun pasien pikir rakyat
b'#PM Pakistan Positif Corona Dua Hari Usai Divaksin Sinopharm - CNN Indonesia #Corona #Korona',1,Pakistan Positif Corona Dua Hari Usai Divaksin Sinopharm CNN Indonesia,pakistan positif corona dua hari usai divaksin sinopharm cnn indonesia,pakistan positif corona vaksin sinopharm cnn indonesia
b'Kalo mereka orang Indonesia pasti udah dijadiin duta corona sama pemerintah. \nhttps://t.co/pfOGwnmZ0H',1,Kalo mereka orang Indonesia pasti udah dijadiin duta corona sama pemerintah,kalo mereka orang indonesia pasti udah dijadiin duta corona sama pemerintah,kalo orang indonesia udah dijadiin duta corona perintah
b'Sebaran Kasus Corona Per 19 Maret di Indonesia https://t.co/4oykQ9UUXN https://t.co/xzVWb3AzFw',0,Sebaran Kasus Corona Per Maret Indonesia,sebaran kasus corona per maret indonesia,sebar corona maret indonesia
b'[UPDATE] Virus Corona di Indonesia per 20 Maret 2021: Kasus Aktif Turun Jadi 131.616 Pasien https://t.co/fdqs5jARng',-1,UPDATE Virus Corona Indonesia per Maret Kasus Aktif Turun Jadi Pasien,update virus corona indonesia per maret kasus aktif turun jadi pasien,update virus corona indonesia maret aktif turun pasien
"b'Data per 20  Maret 2021, pasien konfirmasi corona di Indonesia mencapai 1.455.788  orang. Jumlah pasien sembuh 1.284.725  orang dan 39.447  orang lainnya meninggal dunia. \n#BersatuLawanCovid19 #cerdascovid19 #updatecorona #updatecovid19 #corona #viruscorona #covid19 https://t.co/xsqx8Fvdo1'",0,Data per Maret pasien konfirmasi corona Indonesia mencapai orang Jumlah pasien sembuh orang dan orang lainnya meninggal dunia,data per maret pasien konfirmasi corona indonesia mencapai orang jumlah pasien sembuh orang dan orang lainnya meninggal dunia,data maret pasien konfirmasi corona indonesia capai orang pasien sembuh orang orang tinggal dunia
